,event_type,sub_event_type,assoc_actor_1,latitude,longitude,notes,month
63591,Protests,Peaceful protest,Baloch Ethnic Group (Pakistan),29.7945,66.7206,"On 9 April 2024, relatives staged a protest and blocked Quetta-Karachi National Highway outside Nawab Hotel near Mastung town (Mastung, Balochistan) against the abduction and forced disappearance of a Baloch person and demanded his immediate recovery. The individual was abducted by military forces on 19 March 2024 (coded separately).",2024-04
63916,Protests,Peaceful protest,,30.1999,67.0097,"On 7 April 2024, members of civil society staged protest outside Quetta Press Club in Quetta city (Quetta, Balochistan) against 'Israeli aggression against the people of Palestine'.",2024-04
64083,Protests,Peaceful protest,GHA: Grand Health Alliance; Health Workers (Pakistan); Labor Group (Pakistan),30.1999,67.0097,"On 6 April 2024, Grand Health Alliance Balochistan and a large number of government hospital employees, paramedics, and nurses staged protest outside Civil Hospital and marched through the main roads in Quetta city (Quetta, Balochistan) against the potential privatization of the hospital and demanded the removal of the Balochistan Chief Minister.",2024-04
64289,Protests,Peaceful protest,Farmers (Pakistan),27.7383,66.6433,"On 5 April 2024, hundreds of landowners (Jhalwan Zamindar Action Committee) and farmers staged protest and blocked the Quetta-Karachi National Highway at Zero Point in Khuzdar town (Khuzdar, Balochistan) against prolonged power loadshedding which protesters claim has destroyed harvesting crops.",2024-04
64319,Protests,Peaceful protest,JI: Jamaat-e-Islami; JUI-N: Jamiat Ulema-e-Islam-Nazaryati; MWM: Majlis Wahdat-e-Muslimeen; PKMAP: Pashtunkhwa Milli Awami Party; Shiite Muslim Group (Pakistan),30.1999,67.0097,"On 5 April 2024, leaders and members of various religious and political parties including MWM, JI, PkMAP, and JUI-N staged protest in Quetta city (Quetta, Balochistan) to mark Al-Quds day against 'Israeli aggression and genocide against Palestinian people in Gaza'. Protesters marched through various roads in the city, waving Palestinian flags and displaying placards with anti-Israel slogans. The protesting political parties also demanded Muslim countries and the UN to intensify their efforts.",2024-04
64587,Protests,Peaceful protest,Lawyers (Pakistan),29.4891,67.6523,"On 4 April 2024, relatives, civil society members, and lawyers staged protest in front of Red Zone police station at Abdul Sattar Edhi Chowk in Dhadar area (Kachhi, Balochistan) against the police's inability to arrest the criminal assailants behind the killing of a woman. Several roads remained blocked due to the protest.",2024-04
64928,Protests,Peaceful protest,Labor Group (Pakistan),30.1999,67.0097,"On 2 April 2024, members of Balochistan Labor Federation staged protest towards Edhi Chowk in Quetta city (Quetta, Balochistan) against the non-payment of salaries and pensions.",2024-04
64931,Protests,Protest with intervention,Women (Pakistan),25.1216,62.3254,"On 2 April 2024, police personnel intervened in a protest being staged by Baloch women in Shankani Dar area of Gwadar city (Gwadar, Balochistan) against the forced disappearances of Baloch persons. Police are suspected to have forcefully unveiled women and dragged others along the road. Police also detained and forcibly disappeared 3 other Baloch youths during the crackdown.",2024-04
65131,Protests,Peaceful protest,Labor Group (Pakistan); Teachers (Pakistan),30.1999,67.0097,"On 1 April 2024, hundreds of teachers and university staff members marched from Balochistan University and staged a protest sit-in in front of the Balochistan Assembly in Quetta city (Quetta, Balochistan) against the non-payment of salaries for the past four months. Protesters sought to block the entry of parliamentarians inside the assembly.",2024-04
65132,Protests,Peaceful protest,Sunni Muslim Group (Pakistan),30.1999,67.0097,"On 1 April 2024, members of Sunni Ulema Council staged protest outside Quetta Press Club in Quetta city (Quetta, Balochistan) demanding a public holiday on the occasion of Youm-e-Ali (holy Islamic day).",2024-04
65320,Protests,Peaceful protest,Hindu Group (Pakistan),28.5467,68.223,"On 31 March 2024, relatives staged protest in front of the city police station in Dera Murad Jamali city (Nasirabad, Balochistan) against the abduction of 2 mendicant girls belonging to the Hindu Bhil community (coded separately).",2024-03
65341,Protests,Peaceful protest,Hindu Group (Pakistan); JI: Jamaat-e-Islami; Labor Group (Pakistan),28.5467,68.223,"Around 31 March 2024, members of the Hindu community, activists of JI youth wing and traders held a protest demonstration in Dera Murad Jamali (Nasirabad, Balochistan), demanding recovery of a missing girl (coded separately).",2024-03
65344,Protests,Peaceful protest,,26.0159,63.8883,"On 31 March 2024, residents staged protest on the M8 CPEC Highway in Hoshab area (Kech, Balochistan) against the forced disappearance of a Baloch person (coded separately).",2024-03
65552,Protests,Peaceful protest,Labor Group (Pakistan),30.1999,67.0097,"On 30 March 2024, members of Traders and Shopkeepers Alliance staged protest at Bacha Khan Chowk in Quetta city (Quetta, Balochistan) over unknown demands.",2024-03
65942,Protests,Peaceful protest,Labor Group (Pakistan),26.0001,63.0527,"On 28 March 2024, gaddi drivers and locals of the area staged a sit-in protest in Kech district (coded as Turbat, Balochistan), over incidents of extortion against drivers at the Levies check post.",2024-03
66069,Protests,Peaceful protest,Labor Group (Pakistan),30.1999,67.0097,"On 27 March 2024, a large number of Pakistan Central Mines Labor Federation members and coal miners staged a protest rally in front of Quetta Press Club, Quetta city (Quetta, Balochistan), with several demands including the recovery of kidnapped miners and payment of compensation to the heirs of those killed in the Zardalo coalfield.",2024-03
66492,Protests,Peaceful protest,,29.7945,66.7206,"On 25 March 2024, relatives of a victim of forced disappearance by military personnel (coded separately), staged a sit-in protest at Quetta-Karachi main highway, Jungle Cross, Mastung town (Balochistan), demanding recovery.",2024-03
66726,Protests,Peaceful protest,,26.4567,65.2314,"On 24 March 2024, relatives of 2 victims of forced disappearance by military forces (coded separately) staged a sit-in protest at Jhav Lasbela road, Awaran district (Balochistan), demanding recovery.",2024-03
66862,Protests,Peaceful protest,Labor Group (Pakistan); PWF: Pakistan Workers Federation,30.1999,67.0097,"On 23 March 2024, hundreds of coal workers, led by Pakistan Workers Federation, staged a sit-in protest in front of Quetta Press Club, Quetta city (Balochistan), demanding safety and protection of miners in Balochistan, after the kidnapping of miners in Duki area (coded separately).",2024-03
66913,Protests,Peaceful protest,Students (Pakistan); Women (Pakistan),26.9817,64.1166,"On 23 March 2024, under the banner of Parvim Students Committee, a large number of women and children staged a protest rally in Prom area, Panjgur district (coded as Panjgur, Balochistan), with several demands including restoring girls education, reopening of schools, and to fulfill the shortage of cluster budget and books.",2024-03
67432,Protests,Peaceful protest,Labor Group (Pakistan),28.3747,68.3503,"On 21 March 2024, members of the business community staged protest sit-in at Zero Point in Dera Allah Yar city (Jaffarabad, Balochistan) against increasing incidents of theft and demanded authorities for better security in the district.",2024-03
67433,Protests,Peaceful protest,Labor Group (Pakistan),28.3747,68.3503,"On 21 March 2024, business community and traders held a protest demonstration in Dera Allah Yar city (Jaffarabad, Balochistan), against the deteriorating law and order situation in the town.",2024-03
67630,Protests,Peaceful protest,Students (Pakistan),27.3372,66.3761,"On 20 March 2024, Wadh University students staged protest and blocked RCD Highway in Wadh city (Khuzdar, Balochistan) demanding university reforms on excursions, shortage of faculty, and building restoration.",2024-03
67631,Protests,Peaceful protest,Labor Group (Pakistan); Teachers (Pakistan),30.1999,67.0097,"On 20 March 2024, Balochistan University teachers and employees staged a sit-in outside the main gate of the university in Quetta city (Quetta, Balochistan) against the non-payment of salaries and pensions.",2024-03
67838,Protests,Peaceful protest,Labor Group (Pakistan),30.1999,67.0097,"On 19 March 2024, passenger bus service operators staged protest at Quetta Luck Pass check post near Quetta city (Quetta, Balochistan) against high tariffs that protesters claim is aimed to 'extort' from bus companies.",2024-03
68041,Protests,Peaceful protest,Labor Group (Pakistan); Teachers (Pakistan),30.1999,67.0097,"On 18 March 2024, Balochistan University teachers and employees staged protest and sit-ins from Balochistan University to Quetta Press Club in Quetta city (Quetta, Balochistan) against the non-payment of salaries and pensions. Sit-ins were staged at Civil Secretariat Hockey Chowk, Kachhari Chowk, and Jinnah Road Manan Chowk in Quetta city.",2024-03
68251,Protests,Peaceful protest,Baloch Ethnic Group (Pakistan); Women (Pakistan),26.0159,63.8883,"On 17 March 2024, a large number of women and children staged protest and blocked the road near Sarbazi Bazaar in Hoshab tehsil (Kech, Balochistan) in response to an incident where military forces are claimed to have attempted to abduct 3 individuals from a residence and 'torture' women and children inside the house (coded separately).",2024-03
68441,Protests,Peaceful protest,Baloch Ethnic Group (Pakistan),26.0258,63.7178,"On 16 March 2024, relatives staged protest and blocked CPEC M8 highway passing through Tijaban village (Kech, Balochistan) against the forced disappearance of a Baloch student in Sargodha city (Punjab) on 8 March 2024 (coded separately).",2024-03
68521,Protests,Peaceful protest,Baloch Ethnic Group (Pakistan),26.0001,63.0527,"On 16 March 2024, relatives staged protest at Daki Bazaar Updark and blocked Aap Daruk road in Turbat city (Kech, Balochistan) against the forced disappearance of 2 Baloch youths on 15 March 2024 (coded separately).",2024-03
68689,Protests,Peaceful protest,,25.2837,63.3639,"On 15 March 2024, relatives staged protest and blocked Karwar Zero Point at the Makran Coastal and CPEC highway junction near Pasni area (Gwadar, Balochistan) against the forced disappearance of 2 Baloch youths on 17 December 2023 (coded separately).",2024-03
69378,Protests,Peaceful protest,Labor Group (Pakistan); Teachers (Pakistan),30.1999,67.0097,"On 12 March 2024, hundreds of university teachers and employees staged protest and blocked Sariab Road in Quetta city (Quetta, Balochistan) against the non-payment of salaries.",2024-03
69903,Protests,Peaceful protest,Baloch Ethnic Group (Pakistan); BYC: Baloch Yakjehti Committee,28.4902,66.2636,"On 10 March 2024, relatives and BYC members staged protest and blocked the Swabar RCD Highway in Surab area (Kalat, Balochistan) against the forced disappearance of a Baloch person by military personnel (coded separately).",2024-03
